paper_id,primary_category,year,total_token_count,matched_token_count,coverage,mean_happiness
2604.20732,cs.MA,2026,236,161,0.6822033898305084,5.307763975155284
2604.20726,cs.CL,2026,171,118,0.6900584795321637,5.445762711864408
2604.2072,cs.LG,2026,206,126,0.6116504854368932,5.565000000000003
2604.20677,cs.CL,2026,224,150,0.6696428571428571,5.4446000000000065
2604.20666,cs.CL,2026,137,80,0.583941605839416,5.550375000000004
2604.20658,cs.CL,2026,192,151,0.7864583333333334,5.635099337748349
2604.20601,cs.AI,2026,125,92,0.736,5.517717391304349
2604.20598,cs.IR,2026,242,160,0.6611570247933884,5.338875000000005
2604.20582,cs.MA,2026,176,144,0.8181818181818182,5.591041666666669
2604.20572,cs.CL,2026,239,175,0.7322175732217573,5.585542857142861
2604.20564,cs.CL,2026,198,145,0.7323232323232324,5.620000000000007
2604.2056,cs.CL,2026,177,129,0.7288135593220338,5.407674418604655
2604.20556,cs.CL,2026,221,164,0.7420814479638009,5.5160365853658595
2604.20549,cs.CL,2026,178,126,0.7078651685393258,5.641904761904764
2604.20548,cs.CL,2026,214,175,0.8177570093457944,5.6364571428571475
2604.20535,cs.CL,2026,136,105,0.7720588235294118,5.439047619047622
2604.20531,cs.CL,2026,166,127,0.7650602409638554,5.6860629921259855
2604.20511,cs.LG,2026,220,163,0.740909090909091,5.54257668711657
2604.20487,cs.CL,2026,174,129,0.7413793103448276,5.558449612403104
2604.20468,cs.RO,2026,175,115,0.6571428571428571,5.624173913043482
2604.20462,cs.SE,2026,231,145,0.6277056277056277,5.263793103448279
2604.20454,cs.CL,2026,174,117,0.6724137931034483,5.365982905982908
2604.20452,cs.IR,2026,193,131,0.6787564766839378,5.418473282442751
2604.20447,cs.CL,2026,171,113,0.6608187134502924,5.527433628318586
2604.20443,cs.CL,2026,146,103,0.7054794520547946,5.431844660194176
2604.20398,cs.CL,2026,255,177,0.6941176470588235,5.579435028248592
2604.20382,cs.CL,2026,208,139,0.6682692307692307,5.496618705035975
2604.21718,cs.CV,2026,263,191,0.7262357414448669,5.74225130890053
2604.20357,cs.CV,2026,183,105,0.5737704918032787,5.4997142857142896
2604.20331,cs.CL,2026,188,136,0.723404255319149,5.570294117647065
2604.20283,cs.CL,2026,249,171,0.6867469879518072,5.521637426900587
2604.20273,cs.AI,2026,225,148,0.6577777777777778,5.423040540540546
2604.20256,cs.CL,2026,126,98,0.7777777777777778,5.600816326530612
2604.20244,cs.CL,2026,138,94,0.6811594202898551,5.559255319148938
2604.22739,cs.CV,2026,219,160,0.730593607305936,5.543000000000005
2604.22714,cs.CV,2026,156,113,0.7243589743589743,5.621769911504428
2604.227,cs.CV,2026,226,168,0.7433628318584071,5.429404761904764
2604.22686,cs.CV,2026,135,86,0.6370370370370371,5.490697674418608
2604.22658,cs.CV,2026,220,156,0.7090909090909091,5.344230769230774
2604.22657,cs.CV,2026,194,141,0.7268041237113402,5.4600709219858174
2604.22649,cs.NE,2026,242,168,0.6942148760330579,5.598333333333339
2604.22595,cs.CV,2026,202,143,0.7079207920792079,5.61622377622378
2604.22586,cs.CV,2026,183,135,0.7377049180327869,5.563481481481485
2604.22579,eess.IV,2026,120,89,0.7416666666666667,5.582471910112361
2604.22557,eess.IV,2026,213,153,0.7183098591549296,5.593333333333337
2604.22554,cs.CV,2026,161,116,0.7204968944099379,5.507413793103451
2604.22552,cs.CV,2026,182,131,0.7197802197802198,5.181603053435117
2604.22546,cs.CV,2026,179,117,0.6536312849162011,5.538376068376074
2604.22539,cs.CV,2026,200,150,0.75,5.664333333333336
2604.22529,cs.CV,2026,160,128,0.8,5.679609375000003
2604.22518,cs.CV,2026,126,82,0.6507936507936508,5.528292682926833
2604.22515,cs.CV,2026,247,183,0.7408906882591093,5.578688524590167
2604.22507,cs.CV,2026,141,93,0.6595744680851063,5.461612903225809
2604.22506,cs.CV,2026,198,158,0.797979797979798,5.478544303797471
2604.22492,eess.IV,2026,127,96,0.7559055118110236,5.578958333333336
2604.22482,cs.CV,2026,215,152,0.7069767441860465,5.516776315789479
2604.22479,cs.CV,2026,196,150,0.7653061224489796,5.447000000000004
2604.22477,cs.CV,2026,185,119,0.6432432432432432,5.5086554621848745
2604.22476,cs.CV,2026,140,110,0.7857142857142857,5.505090909090913
2604.22439,cs.CV,2026,169,117,0.6923076923076923,5.3558974358974405
2604.22409,cs.CV,2026,226,162,0.7168141592920354,5.465987654320992
2604.2239,cs.CV,2026,187,118,0.6310160427807486,5.454576271186443
2604.22388,cs.CV,2026,236,164,0.6949152542372882,5.411829268292688
2604.22379,cs.CV,2026,241,161,0.6680497925311203,5.352236024844728
2604.22354,cs.CV,2026,193,155,0.8031088082901554,5.49129032258065
2604.2235,cs.CV,2026,182,127,0.6978021978021978,5.436692913385829
2604.22351,astro-ph.IM,2026,276,208,0.7536231884057971,5.351153846153854
2604.22339,cs.CV,2026,183,136,0.7431693989071039,5.546176470588239
2604.22338,eess.IV,2026,182,125,0.6868131868131868,5.463040000000005
2604.22334,cs.CV,2026,165,111,0.6727272727272727,5.48567567567568
2604.22331,cs.CV,2026,102,66,0.6470588235294118,5.534696969696971
2604.2231,cs.CV,2026,220,140,0.6363636363636364,5.38964285714286
2604.22302,cs.CV,2026,198,130,0.6565656565656566,5.450307692307697
2604.22296,cs.CV,2026,187,140,0.7486631016042781,5.616571428571431
